"ResponseId","spsrq_matrix_1","spsrq_matrix_2","spsrq_matrix_3","spsrq_matrix_4","spsrq_matrix_5","spsrq_matrix_6","spsrq_matrix_7","spsrq_matrix_8","spsrq_matrix_9","spsrq_matrix_10","spsrq_matrix_11","spsrq_matrix_12","spsrq_matrix_13","spsrq_matrix_14","spsrq_matrix_15","spsrq_matrix_16","spsrq_matrix_17","spsrq_matrix_18","spsrq_matrix_19","spsrq_matrix_20","spsrq_sr","spsrq_sp"
"R_7EbRGRmuQuiEu9L",4,5,3,2,3,3,2,3,1,4,3,3,2,3,3,2,1,4,3,3,32,25
"R_6RXjdQP47ZnOxc9",5,4,5,4,5,5,4,5,4,5,4,5,5,5,4,5,4,4,5,5,47,45
"R_1B5NM2vXggPA4bU",2,1,2,3,3,4,2,2,4,3,4,5,4,5,3,5,3,5,3,2,35,30
"R_6d2ognAHiZS1lex",4,5,4,3,4,5,5,3,4,4,5,4,3,4,5,4,3,4,5,4,40,42
"R_3DwDXACHoQkGkFL",3,3,3,4,3,3,3,4,4,4,2,2,4,3,3,3,3,2,3,3,31,31
"R_1Kv7xLwGgK9y1MJ",4,1,3,3,5,1,3,1,4,4,3,2,1,3,1,1,1,2,3,2,20,28
"R_6a8OTYFpUUCBv9j",1,4,1,4,1,4,1,1,1,4,1,3,1,3,1,1,1,5,1,1,30,10
"R_3zAATMQJDMn0z9D",5,5,4,3,2,1,2,3,4,5,4,3,2,3,2,2,3,4,5,4,33,33
"R_1wp1nCfIdq7Ghvw",5,4,3,4,2,1,4,4,3,2,1,4,2,2,4,5,2,1,4,4,31,30
"R_1MPDcfqHGRJsASq",3,2,3,4,4,3,1,1,3,4,4,4,3,1,1,1,1,2,3,3,25,26
"R_7f7Os0VfsV1bBqD",2,5,5,4,4,3,3,4,4,3,3,4,3,3,4,3,3,3,4,3,35,35
"R_71Rycl1SRLOXjdl",2,2,1,3,4,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,15,15
"R_3MSqMUSmHrf877f",1,3,2,4,2,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,26,20
"R_3uQ905LnwDukwBX",3,1,4,3,2,1,3,1,4,3,3,2,2,2,2,2,3,1,4,1,17,30
"R_16CQFut0Un0sG6R",1,1,1,3,3,3,2,3,3,3,1,4,1,2,1,2,2,3,1,2,26,16
"R_50O3NasU6D2NPwp",2,1,2,3,4,1,2,1,3,3,4,2,2,1,1,1,3,2,3,1,16,26
"R_3Y7iapK9nv5QW2t",2,1,1,2,5,1,3,2,4,3,3,2,2,2,1,1,3,1,3,1,16,27
"R_6f1zGTkG242oTpn",4,2,3,2,3,2,3,1,3,3,2,3,2,3,3,1,3,2,3,3,22,29
"R_7Hpp5Gdhdrii3ZP",4,3,4,3,3,1,1,3,1,4,1,3,1,3,1,1,1,1,3,1,23,20
"R_6aFWNDb1QCg7xqG",3,1,2,2,1,4,1,1,1,4,1,2,1,1,1,2,1,3,2,2,22,14
"R_7azQR2LfXuwQ045",3,3,3,2,5,4,5,4,4,4,3,3,4,3,4,3,2,2,3,3,31,36
"R_32mL6251A4OMWo1",3,2,2,2,4,2,3,2,2,3,3,4,2,4,2,2,2,4,2,2,27,25
"R_6zqCjHrr5VS8dhK",3,1,1,1,3,1,3,3,3,1,2,3,2,2,1,1,2,1,2,1,15,22
"R_58B834vt2VIsTjq",4,1,2,1,4,1,2,1,3,3,4,4,1,2,1,3,3,1,3,1,18,27
"R_3styNTEwLflkXBv",3,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,29,30
"R_7z6F6a8qSEtkUpu",1,3,2,3,1,3,1,1,1,4,1,5,1,3,2,4,2,3,2,1,30,14
"R_3BrmmIqLHGzgOtt",4,2,3,2,3,2,3,2,3,2,4,2,2,3,4,2,3,1,3,1,19,32
"R_3jqRXuYDV7vJHz3",1,4,2,2,1,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,15,15
"R_30KYXrzXgk1sCjL",3,2,3,1,4,3,5,3,5,3,5,3,3,3,3,3,4,5,5,3,29,40
"R_19tzlf6Bzch4aMz",4,1,4,2,5,1,4,1,5,4,5,2,4,3,5,2,5,1,5,1,18,46
"R_7HZDtfpr1lylGB2",3,3,1,2,3,3,4,4,4,3,3,3,3,3,3,3,4,4,3,3,31,31
"R_7dFH73kadpEEdMR",5,1,3,1,5,1,2,2,5,4,1,2,5,3,5,1,2,2,5,3,20,38
"R_3uUqhElAGbUAu8K",2,1,2,2,3,3,1,4,2,3,2,4,4,5,3,1,2,2,2,3,28,23
"R_5PzexzzrreikY11",4,1,3,3,4,2,3,3,3,3,3,4,3,3,4,3,3,4,3,3,29,33
"R_3lGhil9rbRSapBK",4,1,2,2,4,2,4,2,3,2,4,2,2,2,3,2,4,2,4,2,19,34
"R_6foLbP1LihRzBBG",3,4,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,32,28
"R_3j7xWUAFf8oQy3E",2,2,3,3,3,3,2,1,2,1,2,1,2,2,3,1,3,1,3,1,16,25
"R_3QloNqa4C8JA14A",5,1,4,3,1,1,3,3,5,3,4,4,3,4,3,3,4,4,5,2,28,37
"R_3F391TZADduEmBp",2,4,2,4,2,1,1,3,1,3,2,3,1,3,1,1,1,3,2,3,28,15
"R_65MFKWx6DsVNFgp",5,5,5,1,1,5,5,4,5,1,1,1,5,5,5,5,1,1,1,5,33,34
"R_6BQ4PdSlgJMjsSW",5,5,5,5,4,4,4,4,1,2,4,4,4,4,4,4,5,4,4,4,40,40
"R_6PiEEuV6F7GeCfz",1,3,2,4,2,3,3,2,2,4,2,4,2,4,2,3,3,4,2,3,34,21
"R_13LGZpxIVvIjkQx",3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,2,29,29
"R_5C8iryvOPDgr5D3",3,2,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,27,30
"R_76JAAI979BSbyoh",3,3,2,3,5,3,3,3,3,3,3,3,2,4,4,3,5,3,5,5,33,35
"R_3y1qpf9dR062ozs",2,5,2,4,1,3,1,1,3,3,1,2,1,3,1,1,1,3,2,1,26,15
"R_3EnH2xACQU3m6UE",2,3,4,3,3,4,3,2,4,3,2,4,2,1,4,4,4,4,3,4,32,31
"R_6hSD7bHfgdexwkf",3,1,1,2,5,2,2,3,5,4,3,2,1,4,1,1,4,3,3,3,25,28
"R_7gSXadCWe1EZaMt",3,2,3,2,4,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,29,33
"R_7IyNizJs88szDN5",2,1,3,1,4,1,4,1,5,3,4,2,3,2,4,1,4,1,5,2,15,38
"R_3WAn43z1xujRIKR",3,3,1,2,1,3,2,1,3,3,4,2,4,2,2,4,2,5,3,3,28,25
"R_1ZQVzSjNzuSBY7T",4,1,2,2,5,2,3,2,4,3,4,2,4,2,4,2,2,2,4,1,19,36
"R_7my0lOdaHONUtac",2,4,4,4,4,5,4,3,2,4,3,4,4,4,2,4,2,4,2,3,39,29
"R_3QM3ZCFHWHHIqvA",3,4,5,3,2,2,2,1,4,5,4,5,2,5,5,2,3,3,4,4,34,34
"R_3HAuZPtNk9IdXVv",1,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,1,5,50,14
"R_137EjjJuUw85SKC",4,1,4,1,3,1,3,1,5,3,4,3,5,1,4,1,3,3,4,1,16,39
"R_1rqNVK3iy7pW3l8",5,5,4,5,1,5,4,5,5,5,3,5,4,5,4,5,4,5,4,5,50,38
"R_5KgVOPvf1NtFFQJ",4,3,4,3,3,1,3,2,4,4,3,2,4,3,3,2,2,1,4,3,24,34
"R_129TVln3oHIxpq9",3,1,3,3,4,3,4,2,3,4,3,3,4,3,3,4,4,2,4,3,28,35
"R_6FPQNWQNDaVd1hv",3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,29,28
"R_7qrm8XbUnmqGIky",3,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,15
"R_1Q47VVl4Mr2nAkx",5,1,5,5,4,4,3,2,4,5,5,5,4,5,5,5,5,5,5,5,42,45
"R_3MwB3qunp2M6XKN",1,5,1,5,1,4,4,4,4,4,5,4,4,5,4,4,3,4,3,4,43,30
"R_3z7BUOjeTOxIvAJ",1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,26
"R_5gOfedapFM3Ojol",1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,10
"R_70cPbehz8YgjlAD",2,1,1,3,4,4,4,2,4,4,5,4,1,4,4,2,2,1,5,1,26,32
"R_75MCXE9iAmtsevV",1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,13
"R_1tr712tjfR73hFG",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,30
"R_3E0gaNpg8ixuFG8",3,2,3,1,1,3,3,1,3,1,2,1,3,1,1,1,1,1,1,1,13,21
"R_5sZvJQyM6qKw9kf",4,1,2,3,4,3,4,1,2,1,3,1,2,1,2,1,1,2,2,1,15,26
"R_3mr5qyBCh8nDuok",1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,14
"R_3ojXijZq4z3B08n",5,5,5,4,5,4,4,5,4,5,4,5,5,5,4,4,5,5,4,5,47,45
"R_6BNWPRT7rx1lpQd",3,4,3,2,4,2,4,4,3,3,4,2,3,4,3,2,3,4,3,2,29,33
"R_7QoXGIhQ6ltnz9D",5,1,5,1,5,4,1,1,1,1,1,5,1,1,1,1,5,1,1,1,17,26
"R_1PWpThWl7C85g65",4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,4,44,44
"R_1fkszSr7PdTiFar",1,1,4,5,5,5,1,5,5,5,5,5,1,1,1,3,1,5,1,1,36,25
"R_1kGIRsNE7LNC5GH",3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,32
"R_7j3abBq8VjyMdaI",3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,1,20,30
"R_3I3DzLnCrGOhKMx",3,5,4,5,5,3,4,4,3,5,4,3,4,5,3,4,3,3,5,4,41,38
"R_73awMk9MUM9Wt7b",1,1,1,4,5,1,1,1,1,3,3,3,4,4,2,1,1,1,1,1,20,20
"R_74CrzwchZluPqTC",3,1,2,5,4,5,1,1,1,1,1,5,1,3,1,3,1,3,1,5,32,16
"R_3KV1xuzqAuxbJAd",2,1,4,4,3,3,1,2,4,1,3,4,1,1,2,2,1,3,3,1,22,24
"R_3n6HZ84xXzVZYWD",3,4,5,3,4,5,4,3,4,4,5,4,3,5,4,3,5,4,3,4,39,40
"R_5fltE28G8y5O2Nf",3,3,3,4,4,4,1,2,3,4,5,4,4,4,3,3,3,3,5,2,33,34
"R_137uU0cle84C0Eg",4,5,5,4,5,3,4,5,3,5,4,5,5,3,4,5,4,5,4,5,45,42
"R_13loJdlauVfZGet",4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,31,31
"R_1z3tvcxEft0V8Bz",1,5,1,5,1,5,1,1,2,5,5,5,1,5,1,5,1,5,1,1,42,15
"R_70BEUnP9rajbD9q",5,5,1,3,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,44,38
"R_7Kr2dRserR88akN",3,1,2,1,1,1,2,1,1,5,3,3,1,3,1,1,1,2,1,1,19,16
"R_1NE7SPaqhcRo38F",1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,14
"R_3Kd0ScxBeORmEup",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,48,49
"R_7dzmyOOs2upBV8i",1,1,2,4,4,3,2,4,4,2,2,4,2,1,1,2,3,3,3,1,25,24
"R_5GezpMhG5goUznd",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,11,10
"R_5kSf2VgpuYiOlhf",5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,24,23
"R_3MA4k0zsZQcdJDP",5,2,5,1,5,1,5,2,5,4,5,1,5,4,5,1,4,1,5,1,18,49
"R_3wNf7MTZWA4OtYs",3,1,2,2,2,2,1,1,2,2,1,5,1,3,1,3,1,4,2,1,24,16
"R_1gXE5Tu9JMZtKoF",4,4,4,4,4,4,5,5,4,4,4,5,5,5,4,4,4,4,4,4,43,42
"R_1jXlpw7NlbcsXe1",5,4,2,4,2,5,2,3,4,2,3,5,4,5,4,5,4,3,4,4,40,34
"R_60YXKHoxZ9pM88c",3,1,3,1,5,1,4,1,1,3,4,1,3,1,1,1,4,1,3,1,12,31
"R_1nOvcmcwAZmasnv",1,4,1,4,1,2,3,3,2,4,2,1,4,4,1,2,2,3,2,2,29,19
"R_3Rn9S8JLpumEayd",2,3,3,2,4,1,1,1,4,3,2,2,1,2,2,2,1,2,1,3,21,21
"R_3gwIkd6W01wNgxW",1,1,1,1,1,4,1,1,1,5,4,5,1,5,4,5,1,1,1,1,29,16
"R_5bnYPjPBLRih4u5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
"R_1CHjIG3AYAcL3jo",4,2,4,2,2,2,4,4,3,4,1,4,4,4,4,1,4,4,4,1,28,34
"R_5N4vuCrAZwl7GGE",3,4,4,3,3,3,4,4,3,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_5P05fOIY0EaSYPX",4,4,4,4,2,4,2,4,3,4,4,4,3,3,2,4,2,4,2,4,39,28
"R_5TAzlO7d4sUCnbX",2,3,4,3,4,3,3,2,3,3,4,5,4,3,3,2,3,3,4,3,30,34
"R_3Olf80nWFmmOSDu",1,1,1,3,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,28,25
"R_3n9j4KBCzsSrNmq",2,2,2,2,3,3,2,4,2,3,2,4,2,3,2,4,2,3,1,3,31,20
"R_6P6bCm0bhGY83GF",2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,29,28
"R_7PZA0G9I5noAZwT",1,2,2,3,4,3,3,3,4,3,2,2,2,2,4,4,4,4,3,4,30,29
"R_7g9lcoV826k1byN",3,1,3,2,4,2,3,3,5,3,4,2,3,3,4,2,4,3,4,3,24,37
"R_50S6lE38rGSOmGd",5,1,2,4,5,1,5,3,1,4,5,5,5,4,1,1,1,5,5,1,29,35
"R_51E0WEpVsh8wfyV",5,5,1,5,1,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,46,34
"R_14BntYuTlNkORLb",3,1,3,4,5,4,3,3,4,4,2,5,1,3,2,5,4,2,3,3,34,30
"R_1oWY7yvZJq798bv",2,1,4,5,5,5,3,3,2,5,5,3,2,4,2,4,3,2,4,3,35,32
"R_3EsnRLEJX6rMS3z",2,2,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,36,34
"R_3SoBnEqWgFpuucq",2,1,3,1,4,2,4,3,4,3,4,2,3,3,2,2,4,1,4,2,20,34
"R_5EGdextoNLmtP3P",4,2,4,3,2,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,41,43
"R_5dAS058eVSScQOB",2,1,2,2,2,3,1,1,2,1,1,1,1,2,1,2,1,1,1,3,17,14
"R_5lW8nxS3ED8IwtD",1,4,1,5,5,5,1,5,1,5,1,5,1,1,1,5,1,5,1,5,45,14
"R_6sTHiqGfAZWdwUk",5,1,3,4,5,3,3,2,4,3,5,2,3,3,5,3,2,2,5,3,26,40
"R_7J559ajJq0WRhKN",3,3,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,16,16
"R_5HnsvN5jscCb3zK",1,2,2,3,4,3,3,3,4,3,2,2,2,2,4,4,4,4,3,4,30,29
"R_5jMU3x404AXXbNL",5,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,11,17
"R_32RNpNqvxw5NK5s",3,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,4,4,3,37,36
"R_5rVffMsBwjBxttI",4,3,4,3,2,3,3,3,4,4,3,3,3,4,4,3,3,3,4,3,32,34
"R_6PHJ2KWPUjRpeb7",1,1,1,4,4,3,4,1,3,3,3,4,1,4,1,4,3,3,1,1,28,22
"R_1ByxdcDcAFYIHUm",3,4,5,3,4,4,3,4,5,4,4,3,4,5,4,3,4,5,5,4,39,41
"R_1Ya0cOGHwfG4HRq",1,2,2,3,4,3,3,3,4,3,2,2,2,2,4,4,4,4,3,4,30,29
"R_5ePlK0DXvkNIAOE",4,4,4,5,4,5,4,5,4,5,4,4,5,4,4,4,3,4,5,4,44,41
"R_3dZaJNggSvlZfe7",3,1,2,2,3,2,3,1,3,3,3,2,2,2,2,2,2,1,3,1,17,26
"R_3kiEnofq1ydilqd",4,2,4,1,3,3,4,3,2,3,4,4,5,3,3,2,3,3,3,5,29,35
"R_3otLznU9Mjv3EOw",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,30
"R_6njg3OGBEiP8BAl",1,1,3,4,3,5,3,3,4,5,5,3,3,3,4,4,4,5,3,4,37,33
"R_3HtSz56NnEbZgFH",4,2,5,3,4,1,5,1,5,3,5,1,5,3,4,1,5,5,5,1,21,47
"R_5sBoPbDVLGGucl4",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,30
"R_6A89ny4xCsitc6R",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
"R_6vZC2n3E8MH60yJ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
"R_1tTi3nQnh16312F",2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,2,2,1,16,19
"R_7lR9TGRHqZMbUzL",4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,45,44
"R_5CPIDhHhcVO1ksY",2,5,3,3,5,4,4,3,4,4,4,5,5,3,4,4,3,4,4,1,36,38
"R_5dEmQAxc6pREwrk",4,1,4,4,4,1,4,2,2,4,4,4,5,2,4,1,4,1,4,1,21,39
"R_5riQTcKu04YrJ8Q",5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,41,42
"R_62SeFKMsQtZrCAI",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
"R_1f4fdJ2VCj3UYzn",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
"R_3dQZwswfqhpZQGd",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,30
"R_5B2PbRLXHku3vb1",5,1,5,5,5,1,3,1,1,5,5,3,5,3,2,2,4,4,3,1,26,38
"R_1Poo6RkrQbYcd7V",5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,40,50
"R_1jY5VJbZTLJJ4A1",1,2,2,3,4,3,3,3,4,3,2,2,2,2,4,4,4,4,3,4,30,29
"R_3U4rqMUIErVMXn1",4,3,4,3,4,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,31,36
"R_3ZE7RNkQ8B4x1Ix",5,2,5,4,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,42,50
"R_7QXbr2n5EJdFLrH",1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,10
"R_39gFtnOa6brbk7s",1,1,1,1,2,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,14,12
"R_5RkXHvlLA9F4UE1",5,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,13,20
"R_6E5y9wklvMsvTvI",4,5,2,2,5,4,3,2,4,5,4,3,3,5,4,3,5,4,3,5,38,37
"R_5OOeuSwF3NoDGmJ",3,1,3,1,3,1,2,1,4,4,1,3,1,3,1,1,1,1,2,1,17,21
"R_6rGcfY3BsgI3pOZ",3,1,3,3,3,1,3,3,3,5,3,3,3,3,4,4,3,3,3,3,29,31
"R_7g60wvmZzpv6ev9",5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,3,5,5,5,47,46
"R_1iiqgW8jryQPdfj",1,2,3,3,1,1,2,2,1,3,1,3,1,3,1,1,3,2,2,2,22,16
"R_6KpxWcTLOt4UajG",1,2,2,3,4,3,3,3,4,3,2,2,2,2,4,4,4,4,3,4,30,29
"R_7Eji2ZMJKXWSYfq",1,1,3,3,2,2,3,2,2,2,4,2,2,2,2,2,3,1,4,1,18,26
"R_1NvKKT5Pv3LrK93",5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,49,48
"R_3rpFBgzWe95J0GH",2,1,1,4,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,15,14
"R_50YyzeQlUHj3UWM",5,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,30,36
"R_3iTmEmgEHHLZlEB",5,4,3,5,4,3,4,3,3,5,4,5,4,5,4,5,4,3,5,2,40,40
"R_6dgzoAjUW24zQ8o",1,1,1,1,1,4,1,3,1,5,1,5,1,1,1,1,1,1,1,1,23,10
"R_17ya2KUMdAB4Z5O",3,4,4,4,3,2,4,2,4,2,4,2,4,2,2,2,4,4,2,2,26,34
"R_63POuFAgIQIzehj",1,1,4,1,1,1,4,4,4,4,4,3,2,4,4,4,2,2,2,4,28,28
"R_7pPHt5MLl0UHRY0",5,4,4,5,4,3,3,4,3,5,3,5,4,5,4,3,5,4,3,4,42,38
"R_7yfcCCzqH4aTTTX",5,4,5,4,5,1,5,3,5,4,5,4,5,4,5,3,5,2,5,1,30,50
"R_1Pz1l6tqGYwdi4p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
"R_3PTNchgrczSxV7t",1,2,1,4,2,2,3,3,2,2,3,4,2,2,2,2,3,2,2,1,24,21
"R_3f77OOIuCsmWwxS",5,1,5,1,5,1,5,1,5,5,4,4,5,3,4,3,5,3,5,3,25,48
"R_3qrqL0OiTuaSL9w",4,1,4,1,4,1,4,1,4,2,4,1,3,1,1,1,4,1,4,1,11,36
"R_7yfHXO3TTW5y0k3",4,3,2,5,5,5,3,3,1,3,1,1,1,1,5,1,1,1,1,5,28,24
"R_77I0m2ExmdUP138",4,4,5,5,4,4,5,5,4,4,5,4,5,5,4,4,5,4,4,4,43,45
"R_1D6xR48qcL2tTNK",3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,29,30
"R_1DOzGq64U2tGnLF",3,2,4,2,5,5,3,3,2,5,2,2,3,5,1,1,4,2,4,3,30,31
"R_7kczJBoueHOm2M0",4,3,2,3,4,3,3,3,3,4,3,3,3,3,3,3,1,2,2,2,29,28
"R_5Zu1O96PzO2EGkN",4,2,3,3,4,3,4,3,5,4,5,4,4,4,4,4,5,5,5,2,34,43
"R_3P0cFiIHsojpsZ9",3,3,3,3,3,3,3,3,3,3,4,2,4,3,2,3,3,3,3,3,29,31
"R_56GdiL109c0yVsR",3,3,2,4,4,4,2,4,4,2,3,4,4,4,2,4,3,3,3,2,34,30
